is_canceled,lead_time,country,market_segment,assigned_room_type,deposit_type,total_of_special_requests,reservation_status_date
0,374,AUT,Offline TA/TO,A,No Deposit,1,2017-08-27
0,236,NLD,Online TA,D,No Deposit,1,2017-02-22
0,107,IRL,Online TA,A,No Deposit,2,2017-03-05
0,20,AGO,Direct,A,No Deposit,1,2015-09-18
0,20,AGO,Direct,A,No Deposit,1,2015-09-18
0,88,FRA,Online TA,A,No Deposit,2,2017-03-15
0,77,GBR,Offline TA/TO,A,No Deposit,1,2017-02-24
1,368,PRT,Groups,A,Non Refund,0,2017-06-06
1,372,PRT,Groups,A,Non Refund,0,2015-10-21
0,116,GBR,Online TA,A,No Deposit,2,2016-09-30
0,3,ESP,Direct,A,No Deposit,0,2015-09-12
0,3,ISR,Online TA,A,No Deposit,1,2017-04-12
1,70,PRT,Offline TA/TO,D,No Deposit,0,2016-08-31
1,132,BRA,Online TA,A,No Deposit,1,2016-12-05
0,139,CN,Online TA,A,No Deposit,1,2016-07-05
0,0,PRT,Corporate,A,No Deposit,0,2016-02-03
0,144,NOR,Online TA,A,No Deposit,1,2016-09-05
0,1,GBR,Corporate,D,No Deposit,0,2015-09-30
0,7,PRT,Online TA,E,No Deposit,1,2017-04-12
0,4,PRT,Corporate,D,No Deposit,1,2017-02-22
0,10,CHE,Online TA,D,No Deposit,1,2016-08-11
0,159,FRA,Online TA,A,No Deposit,1,2017-02-06
1,37,ITA,Online TA,A,No Deposit,0,2016-11-07
0,225,GBR,Groups,C,No Deposit,0,2016-05-30
0,43,RUS,Online TA,A,No Deposit,2,2015-09-18
0,280,GBR,Online TA,E,No Deposit,2,2017-06-24
0,2,PRT,Online TA,A,No Deposit,2,2017-02-19
0,188,GBR,Offline TA/TO,A,No Deposit,0,2016-08-11
0,81,GBR,Online TA,A,No Deposit,2,2017-04-28
0,236,IRL,Offline TA/TO,E,No Deposit,0,2016-09-17
0,18,PRT,Corporate,F,No Deposit,0,2016-05-10
1,239,PRT,Groups,A,Non Refund,0,2015-08-17
0,43,PRT,Offline TA/TO,A,No Deposit,0,2015-10-14
0,171,FRA,Groups,A,No Deposit,2,2017-03-09
0,16,ITA,Groups,D,No Deposit,0,2015-09-27
0,114,PRT,Online TA,D,No Deposit,0,2016-05-27
0,39,PRT,Groups,D,No Deposit,0,2015-08-12
0,108,NOR,Online TA,D,No Deposit,2,2016-10-26
0,95,GBR,Online TA,A,No Deposit,2,2015-12-23
0,32,PRT,Offline TA/TO,A,No Deposit,0,2015-11-22
0,55,FRA,Online TA,D,No Deposit,1,2016-05-11
0,5,PRT,Aviation,A,No Deposit,0,2016-04-08
0,100,DEU,Offline TA/TO,A,No Deposit,0,2016-03-28
1,34,PRT,Online TA,E,No Deposit,0,2016-04-04
1,21,NLD,Online TA,A,No Deposit,0,2016-07-29
0,1,USA,Online TA,A,No Deposit,0,2017-03-23
0,0,PRT,Direct,E,No Deposit,0,2016-12-08
1,259,GBR,Groups,A,Non Refund,0,2015-01-21
0,175,BEL,Online TA,A,No Deposit,1,2016-07-25
0,374,DEU,Offline TA/TO,A,No Deposit,1,2016-10-25
0,124,FRA,Direct,A,No Deposit,0,2017-07-02
0,40,PRT,Online TA,A,No Deposit,1,2016-10-14
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
1,54,DEU,Online TA,A,No Deposit,1,2016-11-01
1,142,POL,Groups,A,Non Refund,0,2016-01-18
0,273,PRT,Offline TA/TO,A,No Deposit,0,2015-07-19
0,102,GBR,Direct,A,No Deposit,0,2017-03-12
0,75,BEL,Online TA,A,No Deposit,1,2016-04-09
1,172,PRT,Online TA,A,No Deposit,1,2016-01-26
0,100,PRT,Groups,A,No Deposit,1,2017-05-02
1,97,PRT,Online TA,A,No Deposit,0,2017-02-02
0,90,BRA,Online TA,D,No Deposit,0,2017-07-27
1,15,FRA,Online TA,A,No Deposit,0,2016-12-27
1,11,GBR,Online TA,A,No Deposit,1,2016-01-22
0,60,CHE,Online TA,H,No Deposit,1,2015-10-02
0,97,BRA,Online TA,D,No Deposit,0,2017-06-28
0,4,GBR,Online TA,A,No Deposit,1,2017-05-06
0,76,FRA,Online TA,A,No Deposit,1,2017-02-16
0,109,CN,Online TA,D,No Deposit,1,2016-05-15
0,39,ESP,Offline TA/TO,A,No Deposit,0,2015-09-02
1,309,BRA,Online TA,A,No Deposit,0,2016-04-14
0,163,ITA,Online TA,G,No Deposit,0,2016-12-27
0,221,FRA,Offline TA/TO,A,No Deposit,1,2015-10-12
0,4,CHE,Online TA,A,No Deposit,1,2016-09-19
0,5,PRT,Corporate,D,No Deposit,0,2016-04-28
1,140,PRT,Groups,A,Non Refund,0,2015-12-11
0,107,ITA,Direct,D,No Deposit,0,2016-12-30
1,38,PRT,Corporate,A,Non Refund,0,2016-12-07
0,0,GBR,Direct,F,No Deposit,0,2017-06-13
1,180,PRT,Offline TA/TO,A,Non Refund,0,2015-08-31
0,0,PRT,Online TA,D,No Deposit,0,2016-01-22
0,50,PRT,Groups,D,No Deposit,1,2015-08-29
1,22,PRT,Online TA,D,No Deposit,2,2015-08-03
0,167,DEU,Online TA,D,No Deposit,2,2017-06-16
0,62,NOR,Online TA,A,No Deposit,0,2017-05-22
0,1,BRA,Online TA,B,No Deposit,1,2016-01-06
1,1,PRT,Aviation,A,No Deposit,0,2016-05-24
1,16,NLD,Online TA,A,No Deposit,0,2016-05-28
0,96,AUS,Online TA,E,No Deposit,2,2016-04-01
1,25,GBR,Online TA,D,No Deposit,0,2017-02-14
0,2,PRT,Corporate,A,No Deposit,0,2016-01-15
1,294,PRT,Groups,A,Non Refund,0,2015-07-02
1,61,GBR,Online TA,D,No Deposit,0,2016-08-03
0,328,CHE,Online TA,A,No Deposit,2,2017-06-15
1,186,NLD,Online TA,D,No Deposit,0,2017-02-12
1,196,ROU,Online TA,A,No Deposit,0,2016-05-09
0,237,GBR,Offline TA/TO,D,No Deposit,2,2016-09-29
0,63,PRT,Groups,A,No Deposit,1,2017-03-26
0,4,PRT,Corporate,D,No Deposit,1,2017-02-08
1,88,DEU,Online TA,D,No Deposit,2,2017-02-08
0,16,TUR,Online TA,A,No Deposit,0,2017-03-07
0,269,DEU,Online TA,A,No Deposit,1,2017-08-04
0,137,GBR,Offline TA/TO,E,No Deposit,1,2016-05-05
0,44,PRT,Groups,D,No Deposit,0,2016-01-05
1,175,IRL,Online TA,A,No Deposit,0,2017-02-22
0,61,CHE,Online TA,D,No Deposit,1,2017-01-07
0,0,ITA,Direct,A,No Deposit,1,2016-11-12
0,56,DEU,Online TA,A,No Deposit,0,2017-04-13
0,102,FRA,Online TA,E,No Deposit,2,2017-09-07
0,35,ESP,Online TA,A,No Deposit,1,2016-12-11
1,268,PRT,Offline TA/TO,A,No Deposit,0,2015-06-26
0,5,PRT,Online TA,A,No Deposit,1,2017-01-06
0,120,CHE,Online TA,D,No Deposit,0,2016-07-15
0,18,PRT,Direct,E,No Deposit,2,2017-07-09
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
1,99,PRT,Offline TA/TO,A,No Deposit,0,2017-03-07
0,2,PRT,Corporate,D,No Deposit,1,2015-09-11
0,3,PRT,Direct,A,No Deposit,2,2017-03-10
1,109,PRT,Offline TA/TO,A,Non Refund,0,2015-12-18
0,1,PRT,Offline TA/TO,A,No Deposit,0,2016-01-15
0,47,DEU,Groups,A,No Deposit,0,2016-05-02
0,43,FRA,Online TA,A,No Deposit,1,2016-10-26
1,27,PRT,Groups,A,Non Refund,0,2015-07-02
1,165,ESP,Online TA,A,No Deposit,0,2016-03-21
0,247,DEU,Offline TA/TO,D,No Deposit,1,2016-06-08
0,180,BEL,Direct,G,No Deposit,1,2017-07-17
0,53,FRA,Direct,D,No Deposit,0,2016-11-11
0,29,ESP,Online TA,A,No Deposit,1,2017-01-06
0,29,GBR,Offline TA/TO,A,No Deposit,0,2016-03-05
1,368,PRT,Groups,A,Non Refund,0,2017-06-06
1,56,DEU,Online TA,A,No Deposit,0,2017-05-26
1,128,PRT,Online TA,A,No Deposit,0,2016-03-21
0,187,PRT,Online TA,A,No Deposit,1,2017-07-10
1,33,PRT,Offline TA/TO,A,No Deposit,0,2015-10-21
0,14,ESP,Online TA,A,No Deposit,1,2017-02-05
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-06
0,179,DEU,Online TA,A,No Deposit,2,2016-09-27
0,2,PRT,Direct,A,No Deposit,2,2016-05-15
1,125,PRT,Online TA,B,No Deposit,1,2015-11-16
1,52,PRT,Offline TA/TO,A,Non Refund,0,2017-01-20
1,60,PRT,Online TA,D,No Deposit,0,2015-11-02
1,344,PRT,Groups,A,Non Refund,0,2015-10-21
1,266,PRT,Groups,A,Non Refund,0,2017-03-09
0,342,GBR,Groups,F,No Deposit,0,2016-10-21
1,98,PRT,Groups,A,No Deposit,0,2015-11-18
0,61,GBR,Offline TA/TO,D,No Deposit,0,2015-11-24
1,0,PRT,Complementary,E,No Deposit,2,2016-02-10
1,71,PRT,Offline TA/TO,D,No Deposit,2,2017-03-08
0,1,CHE,Online TA,D,No Deposit,1,2016-01-05
0,24,CHN,Online TA,A,No Deposit,1,2016-09-13
0,57,PRT,Offline TA/TO,A,No Deposit,1,2016-06-13
0,282,FRA,Groups,A,No Deposit,1,2016-06-12
0,115,PRT,Offline TA/TO,A,No Deposit,0,2016-02-28
0,141,PRT,Online TA,A,No Deposit,1,2016-07-11
1,374,PRT,Offline TA/TO,A,No Deposit,0,2017-08-04
0,17,FRA,Online TA,A,No Deposit,1,2017-03-24
1,0,FRA,Online TA,A,No Deposit,0,2017-08-07
1,222,PRT,Groups,A,Non Refund,0,2015-03-03
0,0,PRT,Direct,A,No Deposit,0,2016-01-23
1,245,PRT,Offline TA/TO,A,Non Refund,0,2016-02-23
0,11,BEL,Direct,A,No Deposit,0,2017-04-17
0,151,CN,Offline TA/TO,D,No Deposit,1,2016-08-05
1,12,ESP,Online TA,D,No Deposit,0,2016-03-21
0,66,FRA,Online TA,D,No Deposit,0,2016-08-01
1,39,PRT,Offline TA/TO,A,No Deposit,0,2015-07-06
1,169,PRT,Offline TA/TO,A,Non Refund,0,2016-12-21
1,316,PRT,Groups,A,Non Refund,0,2015-10-22
0,0,PRT,Online TA,A,No Deposit,1,2016-06-24
0,13,PRT,Direct,D,No Deposit,1,2017-01-14
0,24,GBR,Offline TA/TO,A,No Deposit,0,2016-09-21
0,73,PRT,Offline TA/TO,D,No Deposit,1,2016-07-08
0,288,FRA,Groups,A,No Deposit,0,2016-05-08
0,19,ITA,Online TA,D,No Deposit,1,2017-02-01
0,7,DEU,Offline TA/TO,A,No Deposit,1,2016-05-08
0,118,DEU,Online TA,E,No Deposit,1,2017-05-21
1,68,PRT,Groups,A,Non Refund,0,2016-01-06
0,4,NZL,Online TA,D,No Deposit,2,2017-05-09
0,15,PRT,Direct,A,No Deposit,0,2016-03-20
0,34,PRT,Offline TA/TO,I,No Deposit,0,2016-10-27
1,250,PRT,Offline TA/TO,A,Non Refund,0,2016-06-28
0,305,GBR,Offline TA/TO,A,No Deposit,0,2016-07-15
0,20,GBR,Direct,E,No Deposit,0,2017-08-04
0,219,SWE,Offline TA/TO,E,No Deposit,0,2015-09-07
0,53,ESP,Groups,A,No Deposit,0,2015-08-26
1,146,PRT,Offline TA/TO,A,Non Refund,0,2016-01-19
0,374,GBR,Offline TA/TO,A,No Deposit,1,2017-07-29
0,31,PRT,Offline TA/TO,D,No Deposit,1,2016-12-11
1,104,PRT,Groups,A,Non Refund,0,2017-01-31
1,288,PRT,Groups,A,No Deposit,0,2016-03-14
0,128,BEL,Online TA,D,No Deposit,2,2016-08-14
1,142,PRT,Offline TA/TO,A,Non Refund,0,2017-02-06
0,15,ROU,Online TA,G,No Deposit,2,2016-11-27
0,0,PRT,Direct,B,No Deposit,0,2017-04-29
0,59,DEU,Online TA,A,No Deposit,1,2016-09-03
0,84,FRA,Direct,D,No Deposit,2,2017-06-13
0,64,CHN,Online TA,A,No Deposit,1,2016-04-27
1,20,PRT,Offline TA/TO,E,No Deposit,1,2017-08-07
0,1,GBR,Online TA,D,No Deposit,0,2016-12-04
1,115,LUX,Online TA,E,No Deposit,2,2017-02-14
0,105,DEU,Online TA,A,No Deposit,1,2017-03-13
0,70,ESP,Online TA,F,No Deposit,1,2016-12-03
0,221,FRA,Offline TA/TO,A,No Deposit,0,2015-10-20
0,77,GBR,Offline TA/TO,A,No Deposit,0,2015-10-08
1,246,PRT,Offline TA/TO,A,No Deposit,0,2015-07-08
1,68,NLD,Online TA,A,No Deposit,1,2016-02-17
0,53,PRT,Online TA,A,No Deposit,2,2016-12-17
1,150,PRT,Offline TA/TO,A,Non Refund,0,2017-01-18
0,266,GBR,Online TA,D,No Deposit,1,2017-05-19
1,55,PRT,Offline TA/TO,A,Non Refund,0,2017-04-06
0,11,ESP,Offline TA/TO,A,No Deposit,2,2017-03-09
0,13,ITA,Online TA,C,No Deposit,1,2016-06-21
0,49,CN,Online TA,A,No Deposit,1,2015-08-04
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,7,GBR,Online TA,A,No Deposit,1,2017-06-07
0,222,LTU,Online TA,E,No Deposit,2,2016-12-05
0,155,HUN,Online TA,D,No Deposit,1,2017-07-11
0,0,IRL,Offline TA/TO,D,No Deposit,0,2016-06-13
0,374,GBR,Groups,D,No Deposit,0,2016-10-23
1,59,CHN,Online TA,A,No Deposit,2,2017-01-12
1,30,ARG,Online TA,G,No Deposit,0,2016-04-21
1,11,CZE,Online TA,A,No Deposit,0,2016-07-01
1,111,PRT,Groups,A,Non Refund,0,2016-01-26
0,155,PRT,Groups,A,No Deposit,0,2015-11-01
0,196,PRT,Groups,A,No Deposit,0,2017-01-02
0,55,ESP,Online TA,A,No Deposit,0,2015-12-30
0,145,PRT,Online TA,A,No Deposit,0,2016-08-11
1,55,ESP,Online TA,H,No Deposit,1,2016-04-15
1,49,GBR,Online TA,C,No Deposit,1,2017-04-21
0,0,PRT,Online TA,E,No Deposit,1,2016-12-15
0,178,PRT,Offline TA/TO,E,No Deposit,2,2016-08-07
0,258,GBR,Offline TA/TO,D,No Deposit,2,2017-06-22
1,55,ISR,Online TA,D,No Deposit,1,2017-02-15
0,3,CHN,Online TA,G,No Deposit,0,2016-06-24
0,230,GBR,Online TA,F,No Deposit,0,2016-08-29
0,21,POL,Online TA,F,No Deposit,1,2017-05-01
0,37,FRA,Direct,A,No Deposit,1,2016-11-13
0,1,ITA,Online TA,A,No Deposit,0,2016-05-25
0,74,PRT,Offline TA/TO,A,No Deposit,0,2016-07-27
1,8,DEU,Online TA,A,No Deposit,1,2017-04-23
1,110,GBR,Online TA,A,No Deposit,0,2016-01-18
0,170,LUX,Online TA,F,No Deposit,1,2017-03-20
1,20,PRT,Offline TA/TO,A,No Deposit,1,2016-09-13
0,50,BRA,Online TA,A,No Deposit,1,2017-03-30
0,185,DEU,Groups,A,No Deposit,0,2016-04-20
1,100,PRT,Online TA,A,No Deposit,1,2016-08-23
0,76,SWE,Online TA,D,No Deposit,2,2017-06-16
0,230,GBR,Offline TA/TO,E,No Deposit,0,2016-02-16
0,181,IRL,Online TA,A,No Deposit,1,2017-01-11
1,221,PRT,Offline TA/TO,A,Non Refund,0,2015-11-17
0,8,PRT,Online TA,A,No Deposit,1,2016-09-11
1,108,PRT,Groups,A,Non Refund,0,2016-02-12
0,81,CN,Groups,B,No Deposit,1,2016-05-17
1,95,ESP,Online TA,A,No Deposit,0,2016-03-28
0,25,GBR,Offline TA/TO,A,No Deposit,0,2017-02-26
1,44,PRT,Groups,A,No Deposit,0,2015-11-30
0,7,PRT,Online TA,D,No Deposit,1,2016-02-04
1,233,GBR,Online TA,A,No Deposit,2,2016-10-12
0,70,PRT,Offline TA/TO,D,No Deposit,0,2016-06-05
0,77,USA,Online TA,F,No Deposit,2,2017-08-18
0,192,SRB,Offline TA/TO,A,No Deposit,0,2016-06-26
0,56,GBR,Online TA,A,No Deposit,1,2017-08-14
0,0,BRA,Online TA,F,No Deposit,1,2016-01-29
0,5,PRT,Corporate,C,No Deposit,0,2017-06-14
0,56,FRA,Online TA,D,No Deposit,2,2016-04-29
0,20,PRT,Online TA,C,No Deposit,1,2017-04-10
1,46,PRT,Offline TA/TO,A,No Deposit,0,2016-03-02
0,2,ITA,Direct,F,No Deposit,2,2016-02-10
0,24,PRT,Online TA,A,No Deposit,1,2016-02-28
1,28,AGO,Online TA,F,No Deposit,0,2016-01-21
0,12,ESP,Online TA,A,No Deposit,0,2016-08-08
0,5,FRA,Online TA,A,No Deposit,1,2015-09-06
0,17,FRA,Offline TA/TO,D,No Deposit,0,2016-10-06
0,166,DEU,Online TA,D,No Deposit,1,2015-11-15
0,147,BIH,Direct,A,No Deposit,0,2016-06-14
1,153,PRT,Corporate,A,Non Refund,0,2017-01-19
1,102,NLD,Online TA,A,No Deposit,1,2016-07-08
1,278,PRT,Groups,A,Non Refund,0,2015-12-18
0,43,FRA,Offline TA/TO,A,No Deposit,0,2016-01-03
0,79,GBR,Offline TA/TO,D,No Deposit,0,2015-09-28
1,184,PRT,Online TA,A,No Deposit,1,2017-01-09
0,59,ESP,Online TA,D,No Deposit,2,2015-12-08
0,0,PRT,Offline TA/TO,A,No Deposit,0,2017-02-22
1,277,PRT,Groups,A,Non Refund,0,2016-04-04
0,87,GBR,Online TA,D,No Deposit,1,2016-07-25
0,73,BEL,Online TA,A,No Deposit,2,2017-06-16
0,35,CN,Online TA,A,No Deposit,0,2016-03-13
1,233,PRT,Offline TA/TO,A,Non Refund,0,2016-08-17
1,90,PRT,Online TA,C,No Deposit,0,2017-05-15
0,56,IND,Online TA,A,No Deposit,0,2016-11-06
0,0,GBR,Direct,G,No Deposit,0,2016-09-20
0,247,DEU,Offline TA/TO,A,No Deposit,0,2017-06-25
1,214,GBR,Online TA,A,No Deposit,0,2016-10-04
0,27,ITA,Online TA,A,No Deposit,1,2017-07-30
0,70,FRA,Online TA,E,No Deposit,2,2017-05-16
1,245,PRT,Offline TA/TO,A,Non Refund,0,2016-02-23
0,139,FRA,Online TA,A,No Deposit,1,2016-08-30
0,1,AUS,Online TA,A,No Deposit,1,2016-08-31
0,62,USA,Online TA,F,No Deposit,1,2015-10-30
0,89,GBR,Direct,D,No Deposit,0,2016-11-04
1,43,PRT,Online TA,A,No Deposit,1,2015-11-05
0,207,OTHER,Online TA,A,No Deposit,2,2016-10-25
0,86,ESP,Online TA,D,No Deposit,2,2015-10-25
1,86,PRT,Online TA,A,No Deposit,1,2016-01-25
0,60,PRT,Offline TA/TO,D,No Deposit,1,2015-10-16
0,178,USA,Online TA,G,No Deposit,2,2017-07-02
0,84,GBR,Offline TA/TO,A,No Deposit,0,2016-05-02
0,46,PRT,Offline TA/TO,A,No Deposit,0,2016-03-12
0,164,GBR,Offline TA/TO,A,No Deposit,0,2016-06-30
0,44,ESP,Online TA,E,No Deposit,2,2017-04-02
1,145,PRT,Offline TA/TO,A,Non Refund,0,2015-11-04
0,87,BEL,Online TA,D,No Deposit,0,2017-08-02
0,49,PRT,Online TA,D,No Deposit,1,2017-06-01
0,34,FRA,Online TA,A,No Deposit,2,2016-08-20
0,55,ESP,Online TA,F,No Deposit,2,2016-10-24
0,0,ESP,Online TA,A,No Deposit,2,2016-10-31
0,126,GBR,Online TA,A,No Deposit,1,2016-07-09
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,20,AUT,Online TA,A,No Deposit,1,2017-01-01
1,186,PRT,Groups,A,Non Refund,0,2016-11-25
0,208,PRT,Online TA,A,No Deposit,1,2016-08-15
0,47,DEU,Online TA,D,No Deposit,0,2016-09-11
1,56,PRT,Offline TA/TO,A,No Deposit,0,2016-06-02
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,49,PRT,Corporate,A,No Deposit,0,2015-09-23
0,215,IRL,Online TA,D,No Deposit,0,2016-06-21
0,5,FRA,Direct,G,No Deposit,2,2016-08-24
0,54,ESP,Direct,D,No Deposit,2,2016-09-12
0,148,GBR,Online TA,A,No Deposit,2,2017-05-09
1,29,GBR,Online TA,A,No Deposit,2,2017-04-23
0,14,ITA,Offline TA/TO,A,No Deposit,0,2015-10-16
0,49,GBR,Online TA,A,No Deposit,1,2016-02-27
0,48,FRA,Online TA,D,No Deposit,2,2015-10-28
1,62,FRA,Online TA,D,No Deposit,1,2016-03-21
0,181,POL,Direct,A,No Deposit,0,2017-07-09
0,58,GBR,Online TA,D,No Deposit,0,2015-08-03
0,140,PRT,Groups,D,No Deposit,0,2015-11-21
1,283,PRT,Groups,A,Non Refund,0,2015-06-29
0,67,PRT,Direct,D,No Deposit,0,2016-12-10
1,27,ITA,Online TA,A,No Deposit,1,2016-12-28
0,28,FRA,Online TA,F,No Deposit,2,2017-02-15
1,245,DEU,Online TA,A,No Deposit,2,2016-09-07
0,223,JPN,Online TA,A,No Deposit,0,2017-01-01
1,344,PRT,Groups,A,Non Refund,0,2015-10-21
1,245,PRT,Groups,A,Non Refund,0,2015-07-31
1,200,GBR,Online TA,A,No Deposit,1,2016-12-20
1,27,ESP,Online TA,A,No Deposit,1,2016-01-29
1,22,PRT,Groups,A,No Deposit,0,2016-12-03
1,321,PRT,Groups,A,Non Refund,0,2015-01-01
0,11,NLD,Direct,A,No Deposit,0,2017-07-26
1,28,PRT,Groups,A,Non Refund,0,2017-02-02
0,14,GBR,Online TA,A,No Deposit,1,2017-07-20
0,39,IRL,Offline TA/TO,A,No Deposit,0,2017-02-04
0,86,FRA,Direct,F,No Deposit,2,2016-12-20
1,123,GBR,Online TA,A,No Deposit,1,2016-06-26
0,41,FRA,Online TA,A,No Deposit,1,2016-05-02
1,77,GBR,Online TA,A,No Deposit,2,2017-04-26
0,4,GBR,Online TA,D,No Deposit,0,2017-01-30
0,173,USA,Online TA,A,No Deposit,1,2017-07-21
0,39,GBR,Offline TA/TO,A,No Deposit,0,2015-11-07
0,65,ITA,Online TA,A,No Deposit,0,2016-03-17
0,1,PRT,Online TA,A,No Deposit,1,2016-01-06
0,4,PRT,Corporate,A,No Deposit,0,2015-12-03
0,12,IRL,Offline TA/TO,D,No Deposit,0,2016-01-24
0,180,GBR,Offline TA/TO,E,No Deposit,1,2016-10-25
1,79,PRT,Offline TA/TO,A,No Deposit,0,2015-07-27
0,1,DEU,Online TA,A,No Deposit,0,2016-10-06
0,136,FRA,Online TA,A,No Deposit,1,2016-08-16
1,105,PRT,Offline TA/TO,A,Non Refund,0,2016-01-18
0,40,DEU,Online TA,A,No Deposit,1,2016-12-01
1,114,PRT,Offline TA/TO,A,Non Refund,0,2016-03-29
1,118,GBR,Online TA,D,No Deposit,0,2016-01-25
0,5,PRT,Direct,D,No Deposit,0,2016-06-21
0,29,GBR,Groups,A,No Deposit,0,2017-01-21
0,257,PRT,Offline TA/TO,A,No Deposit,0,2015-07-03
1,186,ITA,Online TA,A,No Deposit,0,2017-02-18
1,98,PRT,Online TA,A,No Deposit,0,2016-09-19
0,19,FRA,Offline TA/TO,A,No Deposit,0,2016-10-06
0,68,FRA,Offline TA/TO,A,No Deposit,1,2017-01-12
0,139,IRL,Offline TA/TO,A,No Deposit,2,2016-06-11
0,374,AUS,Groups,A,No Deposit,1,2017-06-17
0,0,PRT,Direct,A,No Deposit,0,2016-01-12
0,32,ESP,Online TA,A,No Deposit,1,2015-10-31
0,49,FIN,Online TA,D,No Deposit,1,2016-12-09
1,113,PRT,Offline TA/TO,A,Non Refund,0,2017-01-27
1,166,PRT,Offline TA/TO,A,Non Refund,0,2016-07-13
1,62,PRT,Offline TA/TO,A,No Deposit,0,2016-03-29
1,110,PRT,Online TA,D,No Deposit,0,2016-08-01
0,83,PRT,Online TA,D,No Deposit,0,2017-08-26
0,106,PRT,Offline TA/TO,D,No Deposit,0,2016-01-09
0,10,GBR,Online TA,D,No Deposit,2,2016-02-15
1,93,PRT,Online TA,A,No Deposit,0,2015-11-13
0,115,DEU,Offline TA/TO,A,No Deposit,0,2017-05-12
0,4,CHL,Online TA,G,No Deposit,0,2015-10-12
0,4,DZA,Offline TA/TO,A,No Deposit,0,2016-03-11
0,115,GBR,Offline TA/TO,A,No Deposit,0,2016-11-23
1,132,CN,Online TA,A,No Deposit,1,2016-06-14
1,34,OTHER,Online TA,A,No Deposit,1,2016-09-30
0,103,POL,Offline TA/TO,D,No Deposit,0,2016-05-09
0,143,CZE,Offline TA/TO,A,No Deposit,0,2016-08-28
1,113,CZE,Online TA,A,No Deposit,0,2016-07-18
0,28,BEL,Online TA,A,No Deposit,1,2016-04-12
0,38,ESP,Online TA,D,No Deposit,0,2016-03-27
1,94,IRL,Online TA,G,No Deposit,0,2016-07-04
1,152,MAR,Direct,F,No Deposit,0,2017-03-21
1,349,GBR,Online TA,A,No Deposit,0,2015-12-23
0,0,PRT,Online TA,A,No Deposit,0,2016-11-13
1,236,PRT,Groups,A,No Deposit,0,2015-09-28
1,69,GBR,Online TA,A,No Deposit,0,2016-07-19
0,19,BEL,Online TA,A,No Deposit,1,2016-07-04
0,138,BRA,Online TA,G,No Deposit,0,2017-06-22
0,24,FRA,Online TA,D,No Deposit,1,2017-06-15
0,46,PRT,Groups,A,No Deposit,1,2017-01-03
0,0,PRT,Direct,D,No Deposit,0,2016-02-08
0,135,CN,Offline TA/TO,A,No Deposit,0,2015-09-17
1,73,PRT,Offline TA/TO,A,No Deposit,0,2016-07-09
0,19,DEU,Online TA,A,No Deposit,1,2017-06-09
0,158,ISR,Groups,A,No Deposit,1,2017-03-29
0,256,DEU,Offline TA/TO,A,No Deposit,1,2016-08-28
0,109,IRL,Online TA,A,No Deposit,1,2016-05-29
1,7,PRT,Corporate,E,No Deposit,0,2016-04-22
0,0,PRT,Direct,A,No Deposit,0,2016-09-23
0,119,BEL,Online TA,A,No Deposit,1,2015-08-18
0,55,ESP,Groups,B,No Deposit,0,2015-08-28
0,7,CHN,Online TA,A,No Deposit,2,2017-04-16
1,253,FRA,Online TA,A,No Deposit,0,2017-02-14
1,74,PRT,Online TA,A,No Deposit,0,2016-10-06
0,71,GBR,Online TA,D,No Deposit,0,2016-05-13
0,103,GBR,Online TA,A,No Deposit,2,2017-02-10
1,124,PRT,Groups,A,Non Refund,0,2017-02-28
1,164,PRT,Offline TA/TO,E,No Deposit,1,2016-06-30
0,57,GBR,Online TA,C,No Deposit,2,2017-01-17
0,24,BRA,Online TA,A,No Deposit,2,2017-01-12
0,64,ESP,Online TA,D,No Deposit,1,2016-09-18
1,88,PRT,Online TA,A,No Deposit,1,2015-07-18
1,82,PRT,Groups,A,Non Refund,0,2015-12-03
1,95,PRT,Groups,A,No Deposit,0,2016-10-21
0,0,PRT,Direct,D,No Deposit,0,2017-08-29
0,158,BRA,Online TA,D,No Deposit,1,2017-04-28
0,155,ITA,Online TA,D,No Deposit,1,2016-08-13
1,9,DEU,Online TA,D,No Deposit,0,2016-05-05
0,110,GBR,Offline TA/TO,D,No Deposit,0,2016-05-19
0,238,CHE,Direct,B,No Deposit,0,2016-10-27
0,43,NOR,Online TA,A,No Deposit,1,2016-09-08
0,40,PRT,Groups,A,No Deposit,0,2017-01-19
1,84,BRA,Online TA,A,No Deposit,1,2017-04-28
1,54,PRT,Offline TA/TO,A,Non Refund,0,2016-11-25
1,284,SWE,Online TA,A,No Deposit,0,2016-07-31
0,96,ITA,Direct,A,No Deposit,0,2017-05-22
0,31,BRA,Direct,E,No Deposit,1,2016-07-10
1,190,PRT,Groups,A,No Deposit,0,2015-12-09
0,287,GBR,Groups,E,No Deposit,0,2015-10-18
0,253,SWE,Online TA,A,No Deposit,2,2015-09-19
1,61,PRT,Groups,A,No Deposit,0,2015-09-01
0,59,PRT,Offline TA/TO,A,No Deposit,0,2016-01-29
0,34,BEL,Online TA,D,No Deposit,1,2017-03-09
