hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,68,2015,August,36,30,2.0,3,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,135.13,0,0,Check-Out,9/4/2015
City Hotel,1,295,2015,August,32,8,2.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,7/6/2015
Resort Hotel,1,42,2017,July,30,29,2.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,195.75,0,0,Canceled,7/11/2017
City Hotel,1,309,2016,May,20,13,1.0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0,Transient-Party,101.0,0,0,Canceled,2/9/2016
City Hotel,1,286,2016,October,43,16,1.0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,0,Transient,90.0,0,0,Canceled,6/20/2016
City Hotel,1,1,2016,February,10,28,2.0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,0,Transient-Party,60.0,0,0,Canceled,2/27/2016
City Hotel,1,111,2016,June,25,13,2.0,5,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,109.65,0,1,Canceled,2/23/2016
City Hotel,0,82,2016,July,28,3,2.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,0,Transient,112.96,0,1,Check-Out,7/7/2016
City Hotel,1,123,2017,May,18,1,1.0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0,Transient,94.5,0,1,Canceled,4/5/2017
Resort Hotel,1,21,2017,July,28,14,2.0,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,195.75,0,1,Canceled,6/23/2017
City Hotel,1,69,2017,July,30,24,1.0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,0,Transient,75.6,0,0,Canceled,5/16/2017
Resort Hotel,0,44,2017,May,22,29,1.0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient-Party,113.0,0,0,Check-Out,6/2/2017
Resort Hotel,0,0,2016,August,35,22,1.0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,179.0,0,1,Check-Out,8/23/2016
City Hotel,0,162,2016,August,34,15,1.0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,105.83,0,1,Check-Out,8/19/2016
City Hotel,1,38,2016,March,13,24,0.0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,133.8,0,0,Canceled,2/16/2016
Resort Hotel,0,90,2015,July,28,6,4.0,6,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0,Contract,110.7,0,0,Check-Out,7/20/2015
City Hotel,1,75,2016,October,43,20,0.0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,135.0,0,0,Canceled,8/9/2016
Resort Hotel,0,77,2015,October,41,9,0.0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Contract,56.0,0,2,Check-Out,10/11/2015
Resort Hotel,0,234,2017,April,16,22,2.0,5,2,0,0,Undefined,SWE,Groups,TA/TO,0,0,0,A,D,0,No Deposit,366.5,0,Transient-Party,104.0,0,1,Check-Out,4/29/2017
City Hotel,0,141,2015,September,39,20,1.0,0,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,90.0,0,0,Check-Out,9/21/2015
City Hotel,0,176,2016,July,28,8,1.0,2,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,85.5,0,0,Check-Out,7/11/2016
Resort Hotel,0,81,2016,May,20,13,0.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0,Transient,73.0,0,1,Check-Out,5/15/2016
Resort Hotel,0,0,2015,November,48,28,0.0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,46.4,0,1,Check-Out,11/29/2015
City Hotel,0,140,2016,June,24,9,1.0,3,2,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,113.48,0,0,Check-Out,6/13/2016
City Hotel,1,73,2015,July,29,13,1.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,76.5,0,0,No-Show,7/13/2015
City Hotel,1,56,2016,June,24,8,0.0,1,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,0,Transient-Party,120.0,0,0,Canceled,6/2/2016
City Hotel,0,18,2017,June,23,5,1.0,1,2,0,0,BB,FIN,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,140.0,0,2,Check-Out,6/7/2017
City Hotel,1,8,2017,July,28,9,2.0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,128.0,0,1,Canceled,7/4/2017
City Hotel,0,48,2016,March,14,29,0.0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,28.0,0,Transient,105.0,0,1,Check-Out,4/1/2016
Resort Hotel,1,350,2017,May,22,31,2.0,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,140.44,0,0,Canceled,6/27/2016
City Hotel,1,71,2016,December,50,5,1.0,2,2,0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,1,Canceled,11/18/2016
City Hotel,0,37,2016,June,26,20,1.0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.9,0,1,Check-Out,6/23/2016
City Hotel,1,221,2015,September,37,10,1.0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,89.25,0,2,Canceled,5/6/2015
Resort Hotel,0,20,2017,June,25,22,1.0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,140.0,0,1,Check-Out,6/26/2017
Resort Hotel,0,142,2016,October,45,30,2.0,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,0,Transient,39.15,0,0,Check-Out,11/6/2016
Resort Hotel,1,98,2017,March,12,22,2.0,6,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,57.33,0,1,Canceled,2/13/2017
Resort Hotel,0,237,2016,August,32,1,1.0,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,0,Transient,195.75,0,0,Check-Out,8/5/2016
City Hotel,0,84,2015,November,48,27,1.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,64.0,0,0,Check-Out,11/30/2015
City Hotel,0,3,2016,January,4,18,1.0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,66.0,0,0,Check-Out,1/21/2016
City Hotel,1,100,2016,September,36,1,1.0,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,129.6,0,0,Canceled,8/5/2016
City Hotel,0,61,2016,July,30,23,2.0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,1,Check-Out,7/28/2016
Resort Hotel,1,162,2016,March,10,4,5.0,6,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,0,Transient,82.0,0,0,Canceled,11/3/2015
City Hotel,1,266,2016,September,37,9,0.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,105.0,0,0,Canceled,1/19/2016
Resort Hotel,1,73,2016,September,39,24,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,14.0,0,Transient,154.0,0,0,Canceled,7/19/2016
Resort Hotel,0,245,2016,September,38,12,1.0,0,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,251.0,0,Transient-Party,86.0,0,1,Check-Out,9/13/2016
Resort Hotel,0,133,2016,February,8,15,1.0,1,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient-Party,26.1,0,1,Check-Out,2/17/2016
City Hotel,0,1,2016,November,48,20,2.0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,91.38,0,2,Check-Out,11/24/2016
City Hotel,0,0,2015,September,39,25,0.0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,180.0,0,0,Check-Out,9/26/2015
City Hotel,0,1,2015,December,50,10,0.0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,65.0,0,0,Check-Out,12/11/2015
City Hotel,1,166,2016,November,45,1,0.0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,0,Transient,110.0,0,0,Canceled,7/13/2016
Resort Hotel,1,23,2017,March,13,31,0.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,70.0,0,0,Canceled,3/8/2017
Resort Hotel,1,178,2017,August,31,4,2.0,5,2,0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,195.75,0,2,Canceled,3/20/2017
Resort Hotel,0,286,2017,August,32,7,2.0,5,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315.0,0,Contract,117.45,0,0,Check-Out,8/14/2017
City Hotel,0,28,2017,February,8,21,0.0,5,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,123.08,0,2,Check-Out,2/26/2017
Resort Hotel,0,3,2016,February,7,13,0.0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15.0,0,Transient,29.0,0,0,Check-Out,2/14/2016
City Hotel,0,117,2016,October,44,24,1.0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,85.0,0,Transient,80.75,0,0,Check-Out,10/27/2016
City Hotel,1,302,2016,October,41,6,0.0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0,Transient,105.0,0,0,Canceled,12/29/2015
City Hotel,1,104,2015,August,36,30,2.0,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,90.0,0,0,Canceled,7/22/2015
City Hotel,0,0,2016,June,26,21,0.0,1,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,177.0,0,1,Check-Out,6/22/2016
City Hotel,0,12,2015,October,41,4,1.0,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3.0,0,Transient-Party,72.0,0,0,Check-Out,10/5/2015
City Hotel,0,2,2016,February,7,8,1.0,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,109.0,0,1,Check-Out,2/9/2016
Resort Hotel,0,0,2017,May,19,11,0.0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,14.0,0,Transient,87.0,0,0,Check-Out,5/12/2017
Resort Hotel,0,291,2016,August,34,15,1.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,126.0,0,2,Check-Out,8/18/2016
City Hotel,1,5,2015,September,38,17,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,158.0,0,1,Canceled,9/14/2015
Resort Hotel,0,0,2017,January,3,19,2.0,5,2,0,0,BB,ISL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,43.0,0,1,Check-Out,1/26/2017
City Hotel,1,374,2015,December,49,5,2.0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,60.0,0,0,Canceled,7/23/2015
City Hotel,0,0,2016,February,6,2,0.0,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,100.0,0,1,Check-Out,2/4/2016
City Hotel,0,88,2016,October,41,8,2.0,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Transient,108.0,0,2,Check-Out,10/12/2016
City Hotel,0,51,2015,July,28,8,1.0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,67.5,0,0,Check-Out,7/13/2015
City Hotel,1,21,2016,February,7,11,0.0,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,85.0,0,0,Canceled,2/5/2016
Resort Hotel,1,110,2016,March,13,26,2.0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,50.63,0,1,Canceled,1/21/2016
City Hotel,1,101,2016,April,16,14,0.0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,94.5,0,0,Canceled,4/12/2016
City Hotel,0,30,2017,April,18,30,1.0,0,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,115.0,0,2,Check-Out,5/1/2017
City Hotel,1,26,2017,June,26,27,0.0,3,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,126.33,0,1,Canceled,6/3/2017
City Hotel,1,86,2016,January,4,22,0.0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,0,Transient,85.0,0,0,Canceled,12/2/2015
City Hotel,1,27,2016,September,40,29,0.0,2,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,195.75,0,1,Canceled,9/25/2016
City Hotel,0,11,2017,August,34,22,0.0,1,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,140.0,0,0,Check-Out,8/23/2017
Resort Hotel,0,117,2016,September,40,26,1.0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,150.0,0,1,Check-Out,9/30/2016
Resort Hotel,0,243,2016,October,41,6,2.0,3,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,91.0,0,Transient-Party,55.1,0,0,Check-Out,10/11/2016
Resort Hotel,0,40,2017,January,3,16,1.0,2,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient-Party,55.0,0,0,Check-Out,1/19/2017
Resort Hotel,0,88,2015,October,41,5,1.0,4,2,0,0,BB,CN,Complementary,TA/TO,0,0,0,A,C,0,No Deposit,96.0,0,Transient,6.0,0,0,Check-Out,10/10/2015
City Hotel,1,165,2016,August,36,30,0.0,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,94.5,0,0,Canceled,7/18/2016
City Hotel,0,22,2016,September,38,15,0.0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,0,Transient,149.0,0,2,Check-Out,9/16/2016
City Hotel,1,87,2015,September,37,11,0.0,2,2,0,0,BB,FRA,Groups,Corporate,0,0,0,A,A,0,Non Refund,14.0,0,Transient,100.0,0,0,Canceled,9/10/2015
Resort Hotel,1,144,2017,July,29,20,0.0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,175.0,0,0,Canceled,3/6/2017
Resort Hotel,1,128,2016,June,26,19,3.0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,103.75,0,0,Canceled,2/12/2016
City Hotel,1,125,2017,April,16,20,0.0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,33.0,0,Transient,85.0,0,0,Canceled,12/16/2016
City Hotel,0,59,2015,October,44,29,0.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,63.0,0,Transient-Party,85.0,0,0,Check-Out,10/31/2015
City Hotel,0,10,2015,December,52,24,0.0,1,2,0,0,BB,MUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,81.0,0,2,Check-Out,12/25/2015
City Hotel,0,146,2016,July,31,27,0.0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,1,Check-Out,7/30/2016
Resort Hotel,1,98,2015,August,35,29,2.0,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,15.0,0,Transient,130.9,0,0,Canceled,5/27/2015
Resort Hotel,0,47,2017,June,24,16,2.0,3,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,174.8,0,1,Check-Out,6/21/2017
City Hotel,1,23,2016,August,36,28,2.0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,123.8,0,0,Canceled,8/6/2016
City Hotel,0,67,2017,February,8,19,2.0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,107.1,0,2,Check-Out,2/24/2017
City Hotel,0,183,2017,May,22,28,2.0,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient-Party,139.5,0,1,Check-Out,5/30/2017
Resort Hotel,0,0,2015,December,51,19,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,48.0,0,0,Check-Out,12/20/2015
Resort Hotel,0,47,2015,August,35,29,1.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,146.0,0,2,Check-Out,8/31/2015
Resort Hotel,0,52,2016,November,46,10,2.0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0,Transient,29.0,0,1,Check-Out,11/15/2016
Resort Hotel,0,32,2016,October,41,3,1.0,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,94.5,0,0,Check-Out,10/9/2016
City Hotel,1,153,2015,August,32,3,1.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,60.0,0,0,Canceled,6/15/2015
City Hotel,1,63,2017,March,10,9,1.0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,117.3,0,2,Canceled,2/28/2017
City Hotel,1,249,2016,September,37,7,0.0,3,2,0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,126.9,0,1,Canceled,1/29/2016
City Hotel,0,237,2016,August,33,10,0.0,4,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,80.75,0,0,Check-Out,8/14/2016
Resort Hotel,0,41,2017,March,11,18,2.0,6,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,242.0,0,Transient,67.0,0,1,Check-Out,3/26/2017
City Hotel,1,173,2017,August,33,17,2.0,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,137.85,0,0,Canceled,8/9/2017
City Hotel,0,15,2015,August,35,29,1.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,75.0,0,1,Check-Out,8/31/2015
Resort Hotel,1,247,2015,October,41,9,1.0,2,2,0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,68.0,0,Transient,81.0,0,0,Canceled,9/2/2015
Resort Hotel,0,192,2016,September,39,19,1.0,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,0,Transient,94.5,0,0,Check-Out,9/22/2016
City Hotel,0,40,2015,August,33,15,2.0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,60.0,0,0,Check-Out,8/19/2015
City Hotel,1,36,2016,June,27,26,2.0,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.35,0,0,Canceled,6/5/2016
City Hotel,0,6,2016,March,12,17,0.0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,124.0,0,1,Check-Out,3/19/2016
Resort Hotel,0,21,2015,August,35,28,2.0,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,175.0,0,1,Check-Out,9/3/2015
Resort Hotel,0,3,2017,March,11,13,1.0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,366.5,0,Transient,48.0,0,0,Check-Out,3/14/2017
Resort Hotel,0,62,2016,June,23,2,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,107.0,0,0,Check-Out,6/3/2016
City Hotel,0,29,2017,January,1,2,1.0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,130.9,0,1,Check-Out,1/7/2017
Resort Hotel,0,266,2015,September,39,24,2.0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,201.0,0,Transient-Party,34.0,0,0,Check-Out,9/30/2015
Resort Hotel,0,230,2016,February,7,12,1.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0,Transient,31.88,0,2,Check-Out,2/15/2016
City Hotel,1,34,2015,December,50,8,0.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,0,Transient,90.0,0,0,Canceled,11/17/2015
City Hotel,1,165,2017,May,20,19,2.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,195.75,0,0,Canceled,1/12/2017
City Hotel,0,374,2017,June,26,25,2.0,0,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,122.4,0,1,Check-Out,6/27/2017
City Hotel,1,14,2017,January,3,18,0.0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.78,0,0,Canceled,1/9/2017
City Hotel,0,115,2016,February,9,27,2.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,0,Transient-Party,76.0,0,0,Check-Out,3/2/2016
City Hotel,0,78,2017,February,6,11,2.0,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,74.8,0,0,Check-Out,2/18/2017
City Hotel,0,16,2017,June,22,1,0.0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,130.0,0,1,Check-Out,6/3/2017
City Hotel,0,12,2017,January,3,16,2.0,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,76.5,0,0,Check-Out,1/23/2017
City Hotel,1,57,2017,June,25,24,1.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,8.0,0,Transient,195.75,0,1,Canceled,5/4/2017
Resort Hotel,1,121,2016,September,36,2,1.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,195.75,0,0,Canceled,5/5/2016
City Hotel,1,4,2017,January,4,28,0.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,70.0,0,0,Canceled,1/25/2017
Resort Hotel,0,145,2015,October,40,1,2.0,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0,Contract,55.43,0,0,Check-Out,10/8/2015
City Hotel,0,19,2015,September,36,2,0.0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,0,Transient,94.5,0,1,Check-Out,9/6/2015
Resort Hotel,0,30,2017,March,10,10,0.0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,100.0,0,0,Check-Out,3/12/2017
City Hotel,1,287,2017,July,29,18,0.0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient,94.5,0,0,Canceled,6/28/2017
Resort Hotel,0,159,2017,February,5,4,2.0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,39.13,0,1,Check-Out,2/7/2017
City Hotel,0,4,2017,January,2,14,4.0,6,2,0,0,BB,AGO,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,128.0,0,Transient,90.43,0,0,Check-Out,1/28/2017
City Hotel,0,68,2017,April,14,5,0.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,100.0,0,0,Check-Out,4/7/2017
City Hotel,1,85,2015,August,33,11,0.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,50.3,0,0,Canceled,7/9/2015
City Hotel,1,8,2017,February,8,20,1.0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,100.3,0,0,Canceled,2/12/2017
City Hotel,0,90,2016,September,37,5,1.0,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,0,Transient-Party,95.0,0,2,Check-Out,9/11/2016
